id,top,link,rating_count,price,skin_type,category,brand,bought_info
B086K2KMNR,#50,https://www.amazon.com/Beauty-Moisturizing-Effectively-Bacteria-Nourishes/dp/B086K2KMNR/ref=zg_bs_g_11060451_d_sccl_50/134-7398474-9093341?psc=1,"33,315",$16.17,Body,Soaps,Dove,50K+ bought in past month
B081FFRGZB,#51,https://www.amazon.com/Softsoap-Antibacterial-Liquid-Refill-White/dp/B081FFRGZB/ref=zg_bs_g_11060451_d_sccl_1/134-7398474-9093341?psc=1,"13,159",$5.97,Body,Hand Wash,Softsoap,30K+ bought in past month
B0009EILKS,#52,https://www.amazon.com/Bior%C3%A9-Blackhead-Unclogging-Technology-Non-Comedogenic/dp/B0009EILKS/ref=zg_bs_g_11060451_d_sccl_2/134-7398474-9093341?psc=1,"81,526",$9.87,Face,Pore Cleansing Strips,Bioré,30K+ bought in past month
B0054LHI5A,#53,https://www.amazon.com/Burts-Bees-Moisturizing-Original-Peppermint/dp/B0054LHI5A/ref=zg_bs_g_11060451_d_sccl_3/134-7398474-9093341?psc=1,"87,786",$10.48,Lip Care,Balms & Moisturizers,Burt's Bees,30K+ bought in past month
B0BT1VXDGD,#54,https://www.amazon.com/Method-Body-Peace-Paraben-Phthalate/dp/B0BT1VXDGD/ref=zg_bs_g_11060451_d_sccl_4/134-7398474-9093341?psc=1,"5,707",$10.97,Body,Body Washes,Method,30K+ bought in past month
B000NWGCZ2,#55,https://www.amazon.com/Vanicream-Moisturizing-Sensitive-Irritated-Dermatologist/dp/B000NWGCZ2/ref=zg_bs_g_11060451_d_sccl_5/134-7398474-9093341?psc=1,"43,483",$13.56,Face,Face Moisturizers,Vanicream,50K+ bought in past month
B001UTK76C,#56,https://www.amazon.com/Jergens-Natural-FIRMING-Moisturizer-Medium/dp/B001UTK76C/ref=zg_bs_g_11060451_d_sccl_6/134-7398474-9093341?psc=1,"38,783",$10.47,Sunscreens & Tanning Products,Self-Tanners,Jergens,10K+ bought in past month
B00I51885U,#57,https://www.amazon.com/Carroten-Tan-Express-Intensive-Tanning/dp/B00I51885U/ref=zg_bs_g_11060451_d_sccl_7/134-7398474-9093341?psc=1,"9,812",$26.96,Sunscreens & Tanning Products,Tanning Oils & Lotions,Carroten,20K+ bought in past month
B0CVW6NSD2,#58,https://www.amazon.com/Terra-Lotus-Organic-Grass-Fed-Tallow/dp/B0CVW6NSD2/ref=zg_bs_g_11060451_d_sccl_8/134-7398474-9093341?psc=1,"1,797",$19.99,Face,Face Moisturizers,Terra Lotus,20K+ bought in past month
B07XXPHQZK,#59,https://www.amazon.com/Laneige-Sleeping-Berry/dp/B07XXPHQZK/ref=zg_bs_g_11060451_d_sccl_9/134-7398474-9093341?psc=1,"48,152",$24.00,Lip Care,Balms & Moisturizers,LANEIGE,20K+ bought in past month
B07G1VKCND,#60,https://www.amazon.com/Rael-Hydrocolloid-Pimple-Healing-Patch/dp/B07G1VKCND/ref=zg_bs_g_11060451_d_sccl_10/134-7398474-9093341?psc=1,"69,994",$16.99,Face,Pore Cleansing Strips,Rael,30K+ bought in past month
B0C42HJRBF,#61,https://www.amazon.com/Summer-Fridays-Lip-Butter-Balm/dp/B0C42HJRBF/ref=zg_bs_g_11060451_d_sccl_11/134-7398474-9093341?psc=1,"3,821",$32.02,Lip Care,Balms & Moisturizers,Summer Fridays,N/A
B07VWSN95S,#62,https://www.amazon.com/CeraVe-Post-Acne-Refining-Resurfacing-Brightening/dp/B07VWSN95S/ref=zg_bs_g_11060451_d_sccl_12/134-7398474-9093341?psc=1,"50,463",$18.68,Face,Serums,N/A,40K+ bought in past month
B0DMQ7J3YQ,#63,https://www.amazon.com/Olay-Lasting-Hydration-Ingredient-Luminous/dp/B0DMQ7J3YQ/ref=zg_bs_g_11060451_d_sccl_13/134-7398474-9093341?psc=1,"1,242",$12.99,Body,Body Washes,Olay,N/A
